"user_id","gender","age_group","married","has_children","home_country","home_city","sign_up_date","num_sessions","avg_session_duration_minute","avg_page_clicks","total_trips","conversion_rate","weekend_trip_proportion","cancellation_proportion","avg_booking_departure_gap_days_flights","avg_booking_departure_gap_days_hotels","round_trips_proportion","avg_flight_price_usd","avg_flight_discount_amount","discounted_flight_proportion","avg_flight_seats","avg_checked_bags","avg_distance_flown","total_hotels_booked","avg_hotel_price_usd","avg_hotel_discount_amount","discounted_hotel_proportion","avg_hotel_rooms","avg_hotel_stay_duration_day","assigned_group","assigned_perk"
"623417","F","55-64","true","true","usa","sacramento","2023-02-27","8","0.88","10.63","0","0.00","0.00","","","","0.00","","0.13","0.25","","","","0","","0.10","0.25","","","Occasional Travellers","Loyalty points"
"625703","F","25-34","false","false","canada","ottawa","2023-02-28","8","2.25","22.00","2","0.25","0.00","0.00","6.22","6.38","0.50","133.57","0.13","0.25","1.00","0.50","1325","2","152.50","","0.00","1.00","1.50","Spontaneous Travelers","No cancellation fees"
"628671","F","35-44","false","true","usa","new york","2023-03-01","8","1.00","11.75","2","0.25","0.00","0.00","7.44","7.61","1.00","481.42","0.08","0.25","1.50","1.00","1610","2","257.00","0.10","0.13","1.50","2.00","Moderate Travellers","Priority boarding"
"629345","F","18-24","false","false","usa","new orleans","2023-03-01","9","2.22","22.78","1","0.11","0.00","0.00","","2.91","0.00","","0.15","0.11","","","","1","6588.00","0.20","0.11","1.00","12.00","High-Spending Travelers","Free hotel meal"
"643469","F","35-44","true","false","usa","new york","2023-03-07","8","2.38","22.63","3","0.38","0.00","0.00","11.65","6.16","1.00","27.93","0.15","0.13","1.00","0.00","153","3","1481.67","0.10","0.13","1.00","10.67","High-Spending Travelers","Free hotel meal"
"650079","F","35-44","true","false","usa","san antonio","2023-03-10","8","0.63","10.00","2","0.25","0.00","0.00","6.83","7.13","1.00","442.45","0.10","0.13","1.00","1.00","2489","1","1190.00","","0.00","1.00","7.00","High-Spending Travelers","Free hotel meal"
"676373","F","35-44","true","true","usa","new york","2023-03-19","8","0.88","11.13","2","0.25","0.00","0.00","5.90","6.48","1.00","508.72","0.10","0.13","1.00","1.00","2181","2","1212.00","","0.00","1.00","6.50","High-Spending Travelers","Free hotel meal"
"698291","F","25-34","false","false","usa","corpus christi","2023-03-27","8","1.13","15.00","3","0.38","0.00","0.00","6.17","6.35","1.00","383.42","","0.00","1.33","0.67","2019","3","584.00","","0.00","1.33","3.67","Family-Oriented Travelers","Free checked bag"
"152583","F","35-44","false","false","usa","colorado springs","2022-04-17","10","4.40","20.20","2","0.20","0.00","0.50","152.42","8.88","1.00","3202.50","0.15","0.20","1.67","1.33","13426","2","426.00","0.15","0.30","1.00","2.00","High-Spending Travelers","Free hotel meal"
"189676","F","35-44","false","true","usa","fort worth","2022-05-23","10","1.10","31.20","3","0.30","0.00","0.33","133.82","4.37","1.00","463.26","0.18","0.30","1.67","0.67","1058","3","2500.50","","0.10","2.00","9.00","Family-Oriented Travelers","Free checked bag"
"228872","M","35-44","false","false","usa","san antonio","2022-06-27","11","2.09","21.91","4","0.36","0.00","0.00","6.57","6.85","1.00","326.46","0.33","0.18","2.00","1.00","1564","4","597.00","","0.00","1.75","5.00","Family-Oriented Travelers","Free checked bag"
"481245","F","45-54","false","false","usa","new york","2022-12-20","11","0.91","12.09","3","0.27","0.00","0.00","7.11","7.29","1.00","293.01","0.15","0.36","1.00","0.00","1728","3","436.67","","0.00","1.00","5.67","Budget Travellers","Exclusive discounts"
"483237","F","35-44","true","false","usa","dallas","2022-12-21","9","1.78","17.56","5","0.56","0.00","0.00","7.14","7.31","1.00","290.49","0.05","0.11","1.00","0.60","1617","5","943.60","0.15","0.11","1.00","2.80","Frequent Travellers","1 night free hotel with flight"
"483480","M","35-44","true","true","canada","toronto","2022-12-22","9","1.56","16.67","6","0.67","0.00","0.00","6.11","5.45","0.75","190.76","0.05","0.11","1.00","0.50","1398","6","420.67","0.15","0.33","1.17","2.50","Budget Travellers","Exclusive discounts"
"490040","F","45-54","true","false","usa","riverside","2022-12-25","9","1.78","20.11","4","0.44","0.00","0.00","6.64","6.31","1.00","1064.99","0.15","0.33","1.67","0.00","3614","4","1180.25","0.10","0.11","1.75","5.00","Family-Oriented Travelers","Free checked bag"
"490671","F","35-44","false","true","usa","indianapolis","2022-12-25","10","1.90","19.90","5","0.50","0.00","0.00","6.82","7.11","0.80","180.67","0.10","0.10","1.00","1.00","1116","4","659.50","0.05","0.10","1.00","3.50","Frequent Travellers","1 night free hotel with flight"
"491266","F","35-44","true","false","usa","sacramento","2022-12-25","9","3.00","27.33","4","0.44","0.00","0.00","8.01","6.07","1.00","572.45","0.20","0.11","1.25","0.75","2986","2","833.50","0.05","0.11","1.50","3.00","Frequent Travellers","1 night free hotel with flight"
"502847","F","45-54","true","false","usa","grand rapids","2022-12-31","9","1.67","17.89","6","0.67","0.00","0.00","5.88","5.62","1.00","321.41","","0.00","1.20","0.60","1442","6","414.00","0.10","0.22","1.33","2.00","Frequent Travellers","1 night free hotel with flight"
"505916","F","25-34","false","false","usa","charlotte","2023-01-02","9","2.44","23.78","6","0.67","0.00","0.00","6.95","7.05","1.00","366.79","0.13","0.22","1.00","0.60","2007","6","1778.50","0.13","0.22","1.17","9.17","Family-Oriented Travelers","Free checked bag"
"508944","F","55-64","false","false","usa","los angeles","2023-01-04","8","2.00","19.13","2","0.25","0.00","0.00","10.81","11.04","1.00","523.66","0.05","0.50","1.00","1.00","2959","2","151.00","0.05","0.13","1.00","1.50","Budget Travellers","Exclusive discounts"
"509282","F","35-44","false","false","usa","seattle","2023-01-04","9","1.78","17.00","4","0.44","0.00","0.00","9.49","9.21","1.00","640.07","0.23","0.22","1.00","1.00","3335","4","235.00","","0.00","1.25","3.50","Family-Oriented Travelers","Free checked bag"
"509316","F","35-44","false","false","usa","chicago","2023-01-04","8","2.00","20.88","4","0.50","0.00","0.00","7.78","7.97","0.75","343.57","","0.00","1.25","0.50","1833","3","344.00","","0.00","1.33","1.67","Frequent Travellers","1 night free hotel with flight"
"510570","F","35-44","false","false","usa","new york","2023-01-04","9","1.22","12.56","4","0.44","0.00","0.00","4.85","9.89","1.00","426.52","0.15","0.22","1.00","0.50","2275","4","1089.00","0.10","0.11","1.25","5.50","Family-Oriented Travelers","Free checked bag"
"510694","M","45-54","false","false","usa","anchorage","2023-01-05","9","3.56","54.67","4","0.44","0.00","0.25","6.80","7.11","1.00","760.78","","0.11","1.00","0.40","3859","4","195.60","0.15","0.22","1.00","1.60","Moderate Travellers","Priority boarding"
"511455","F","35-44","false","false","canada","montreal","2023-01-05","8","1.63","17.63","3","0.38","0.00","0.00","7.06","4.43","1.00","515.46","0.20","0.13","1.00","0.67","2770","1","322.00","0.10","0.13","1.00","2.00","Moderate Travellers","Priority boarding"
"511542","F","45-54","false","false","usa","los angeles","2023-01-05","8","1.25","14.25","3","0.38","0.00","0.00","8.70","8.97","1.00","1012.27","0.14","0.50","1.67","0.67","3883","3","383.33","0.10","0.13","1.67","1.67","Budget Travellers","Exclusive discounts"
"512163","F","45-54","true","false","usa","sacramento","2023-01-05","8","0.88","11.63","2","0.25","0.00","0.00","9.67","9.23","1.00","481.68","0.05","0.13","1.00","1.00","2962","2","915.00","0.20","0.25","1.00","6.00","Moderate Travellers","Priority boarding"
"513807","F","45-54","true","true","usa","chicago","2023-01-06","8","1.50","41.38","3","0.38","0.00","0.33","69.93","7.50","0.67","707.84","0.05","0.25","3.25","2.75","1535","3","358.00","0.25","0.25","1.50","1.50","Occasional Travellers","Loyalty points"
"515436","F","18-24","false","false","usa","grand rapids","2023-01-07","8","2.25","22.50","1","0.13","0.00","0.00","","3.05","0.00","","0.10","0.13","","","","1","868.00","","0.00","1.00","4.00","Moderate Travellers","Priority boarding"
"516004","F","45-54","true","true","usa","san francisco","2023-01-07","9","1.11","14.22","2","0.22","0.00","0.00","8.03","8.33","0.00","342.06","0.18","0.33","1.00","0.50","4226","2","547.50","0.20","0.11","1.00","2.00","Budget Travellers","Exclusive discounts"
"517131","F","65+","true","false","usa","los angeles","2023-01-08","8","1.13","29.88","3","0.38","0.00","0.33","271.72","143.33","1.00","3920.67","","0.13","2.00","1.00","21441","3","622.50","","0.13","1.25","6.75","Family-Oriented Travelers","Free checked bag"
"517776","F","55-64","true","true","usa","honolulu","2023-01-08","8","1.50","17.13","3","0.38","0.00","0.00","8.14","8.63","1.00","1314.70","","0.00","1.00","1.00","8637","3","588.00","","0.00","1.00","2.33","Moderate Travellers","Priority boarding"
"518219","F","25-34","false","false","usa","columbus","2023-01-08","8","1.25","14.38","3","0.38","0.00","0.00","6.47","6.35","1.00","358.04","0.20","0.13","1.00","0.33","1933","2","238.00","","0.00","1.00","2.00","Spontaneous Travelers","No cancellation fees"
"518324","F","35-44","false","false","usa","norfolk","2023-01-08","8","2.88","27.25","5","0.63","0.00","0.00","6.91","7.05","0.80","192.48","0.08","0.25","1.20","0.40","1061","5","223.80","","0.00","1.20","0.40","Frequent Travellers","1 night free hotel with flight"
"518954","F","35-44","true","true","usa","new york","2023-01-09","8","1.13","13.50","3","0.38","0.00","0.00","7.26","7.46","1.00","383.89","0.50","0.13","1.00","0.33","2107","3","382.33","","0.00","1.00","3.00","Moderate Travellers","Priority boarding"
"523686","F","35-44","true","true","canada","saskatoon","2023-01-11","8","1.63","16.25","2","0.25","0.00","0.00","9.60","9.81","1.00","455.06","0.08","0.25","1.00","1.00","2350","2","509.50","0.10","0.38","1.00","1.00","Budget Travellers","Exclusive discounts"
"524200","F","55-64","true","false","usa","new york","2023-01-11","8","2.38","23.00","4","0.50","0.00","0.00","8.10","8.22","1.00","118.37","0.08","0.25","1.00","0.50","678","4","1048.75","0.11","0.63","1.00","3.50","High-Spending Travelers","Free hotel meal"
"525265","M","45-54","true","false","usa","houston","2023-01-12","9","1.89","20.33","3","0.33","0.00","0.00","10.84","11.03","1.00","465.29","0.10","0.22","1.33","1.33","2256","3","295.67","0.10","0.22","1.33","1.33","Moderate Travellers","Priority boarding"
"525281","F","35-44","false","false","usa","chicago","2023-01-12","8","2.25","20.88","5","0.63","0.00","0.00","5.86","6.01","1.00","290.67","0.08","0.25","1.40","0.40","1150","5","593.40","","0.00","1.40","3.60","Family-Oriented Travelers","Free checked bag"
"525332","F","25-34","false","false","canada","toronto","2023-01-12","8","4.00","43.63","5","0.63","0.00","0.20","5.51","5.64","1.00","287.63","0.15","0.25","2.17","0.50","958","5","1643.50","0.05","0.25","2.17","4.17","Family-Oriented Travelers","Free checked bag"
"526445","F","45-54","false","false","usa","tampa","2023-01-12","9","1.67","17.56","3","0.33","0.00","0.00","7.39","7.15","0.50","260.02","0.08","0.33","1.00","0.50","1808","3","188.67","0.08","0.22","1.00","1.33","Budget Travellers","Exclusive discounts"
"527132","M","45-54","false","false","usa","chicago","2023-01-12","8","2.50","25.75","2","0.25","0.00","0.00","7.73","7.84","1.00","80.69","0.11","0.50","1.00","0.00","516","2","463.50","0.15","0.13","1.00","3.00","Budget Travellers","Exclusive discounts"
"528500","F","35-44","false","false","usa","cincinnati","2023-01-13","8","1.38","39.75","1","0.13","0.00","1.00","209.41","","1.00","1162.31","0.13","0.38","1.00","1.00","7834","1","","","0.13","","","Budget Travellers","Exclusive discounts"
"528723","F","35-44","false","true","canada","calgary","2023-01-13","8","2.25","21.00","4","0.50","0.00","0.00","7.70","8.23","1.00","575.16","0.20","0.13","1.67","1.00","1802","4","977.50","","0.00","1.50","6.50","Family-Oriented Travelers","Free checked bag"
"529801","F","35-44","false","true","usa","chicago","2023-01-14","8","1.50","16.88","5","0.63","0.00","0.00","12.22","11.62","1.00","230.26","0.05","0.13","1.00","0.75","1257","4","968.00","0.05","0.13","1.00","5.25","Frequent Travellers","1 night free hotel with flight"
"531373","F","45-54","false","true","usa","riverside","2023-01-15","9","1.33","14.89","3","0.33","0.00","0.00","8.17","6.81","1.00","473.59","","0.00","1.00","0.50","2738","3","561.00","","0.00","1.00","5.00","Moderate Travellers","Priority boarding"
"531511","F","45-54","false","false","usa","tulsa","2023-01-15","9","1.78","17.67","3","0.33","0.00","0.00","7.83","7.99","1.00","232.38","","0.00","1.00","0.67","1411","3","494.00","0.30","0.11","1.00","2.67","Moderate Travellers","Priority boarding"
"532721","F","45-54","false","false","usa","spokane","2023-01-15","8","1.13","12.63","3","0.38","0.00","0.00","7.49","7.62","1.00","258.51","0.05","0.13","1.50","0.50","1147","3","272.67","","0.00","1.33","3.00","Moderate Travellers","Priority boarding"
"534088","M","25-34","false","true","usa","kansas city","2023-01-16","8","1.75","17.63","3","0.38","0.00","0.00","8.14","4.53","1.00","235.20","0.08","0.25","1.00","0.50","1234","2","829.50","0.15","0.13","1.00","3.50","Moderate Travellers","Priority boarding"
"538134","M","45-54","true","false","usa","san antonio","2023-01-18","8","1.13","13.88","3","0.38","0.00","0.00","9.52","11.09","1.00","414.99","0.10","0.38","1.67","1.00","1018","2","1510.00","","0.00","2.00","4.00","Family-Oriented Travelers","Free checked bag"
"538638","F","35-44","true","false","canada","toronto","2023-01-18","8","1.00","13.75","2","0.25","0.00","0.00","6.86","7.02","1.00","699.09","0.10","0.25","2.00","0.50","1411","2","629.50","0.10","0.25","2.00","2.00","Spontaneous Travelers","No cancellation fees"
"540444","F","45-54","true","false","usa","burlington","2023-01-19","8","2.13","20.88","4","0.50","0.00","0.00","9.00","10.37","1.00","308.66","","0.00","1.67","0.67","1222","3","922.67","0.18","0.25","1.33","2.33","Frequent Travellers","1 night free hotel with flight"
"540819","M","35-44","false","false","usa","cincinnati","2023-01-19","9","2.11","42.78","4","0.44","0.00","0.25","6.66","6.84","1.00","316.18","0.13","0.33","1.00","0.40","1836","4","185.40","0.18","0.33","1.00","1.40","Budget Travellers","Exclusive discounts"
"540973","F","25-34","false","false","usa","portland","2023-01-19","8","1.63","17.50","3","0.38","0.00","0.00","6.93","7.17","1.00","511.51","0.13","0.38","1.00","1.00","2838","3","51.00","","0.00","1.00","0.33","Budget Travellers","Exclusive discounts"
"541539","F","18-24","false","false","usa","washington","2023-01-20","9","4.56","11.67","1","0.11","0.00","1.00","143.41","","1.00","597.31","0.08","0.33","1.00","0.00","3440","1","","0.13","0.33","","","Budget Travellers","Exclusive discounts"
"541812","F","45-54","true","true","canada","toronto","2023-01-20","9","2.11","21.44","6","0.67","0.00","0.00","7.90","6.68","1.00","309.23","0.18","0.22","1.20","0.20","1750","5","792.60","","0.00","1.60","2.60","Frequent Travellers","1 night free hotel with flight"
"542383","M","35-44","false","false","usa","dallas","2023-01-20","8","1.38","15.25","3","0.38","0.00","0.00","11.85","12.03","1.00","344.56","0.13","0.25","1.00","0.67","1929","3","219.33","","0.00","1.00","1.33","Moderate Travellers","Priority boarding"
"542418","M","45-54","false","false","usa","new york","2023-01-20","8","3.25","55.38","4","0.50","0.00","0.25","7.19","7.32","1.00","198.90","","0.13","1.60","0.60","815","4","367.60","0.15","0.38","1.60","2.00","Budget Travellers","Exclusive discounts"
"543428","F","35-44","false","true","usa","portland","2023-01-21","8","1.50","15.50","2","0.25","0.00","0.00","","15.09","0.00","","0.13","0.50","","","","2","919.50","0.05","0.13","1.00","7.00","Budget Travellers","Exclusive discounts"
"543557","F","35-44","false","false","usa","new york","2023-01-21","8","0.75","9.38","2","0.25","0.00","0.00","8.05","8.17","1.00","129.86","0.05","0.13","1.00","0.50","698","2","297.00","0.13","0.25","1.00","2.00","Moderate Travellers","Priority boarding"
"544476","M","45-54","true","true","usa","minneapolis","2023-01-21","8","2.13","19.63","1","0.13","0.00","0.00","8.75","8.86","1.00","106.04","0.05","0.13","1.00","2.00","551","1","124.00","0.10","0.13","1.00","1.00","Moderate Travellers","Priority boarding"
"545290","F","45-54","false","true","usa","los angeles","2023-01-22","8","2.13","21.75","4","0.50","0.00","0.00","5.65","5.54","1.00","542.58","0.10","0.13","1.00","0.25","3287","3","335.67","0.15","0.25","1.00","1.67","Frequent Travellers","1 night free hotel with flight"
"545736","F","18-24","false","false","usa","columbus","2023-01-22","8","1.75","40.88","3","0.38","0.00","0.33","208.44","7.07","1.00","1450.98","0.23","0.38","1.67","0.67","5088","3","976.00","0.15","0.38","1.00","8.00","Budget Travellers","Exclusive discounts"
"546064","F","45-54","true","true","usa","san jose","2023-01-22","8","1.75","18.75","5","0.63","0.00","0.00","8.83","9.08","1.00","564.69","0.08","0.25","1.00","0.60","3204","5","848.60","","0.00","1.00","4.40","Frequent Travellers","1 night free hotel with flight"
"549154","M","45-54","true","true","canada","toronto","2023-01-24","8","2.13","21.50","5","0.63","0.00","0.00","4.42","7.48","1.00","366.05","0.15","0.25","1.00","0.33","1894","5","887.40","0.15","0.38","1.20","5.00","Family-Oriented Travelers","Free checked bag"
"549251","F","25-34","false","true","usa","los angeles","2023-01-24","8","1.63","17.75","2","0.25","0.00","0.00","131.25","9.84","1.00","688.78","","0.00","1.00","0.00","4088","1","492.00","","0.00","1.00","3.00","Moderate Travellers","Priority boarding"
"549623","M","35-44","false","true","usa","louisville","2023-01-24","8","1.50","16.00","4","0.50","0.00","0.00","6.71","6.84","1.00","292.97","0.18","0.25","1.50","0.25","993","4","301.00","0.20","0.13","1.50","1.25","Frequent Travellers","1 night free hotel with flight"
"553664","F","45-54","false","false","canada","ottawa","2023-01-26","8","3.00","28.13","2","0.25","0.00","0.00","9.56","9.73","1.00","324.49","0.15","0.13","1.00","0.50","1819","2","606.50","0.10","0.25","1.00","2.50","Moderate Travellers","Priority boarding"
"556714","F","35-44","false","false","usa","memphis","2023-01-27","8","1.00","11.75","2","0.25","0.00","0.00","7.30","7.44","1.00","311.13","0.13","0.38","1.50","0.00","1071","2","220.50","","0.00","1.50","1.00","Budget Travellers","Exclusive discounts"
"557134","F","55-64","true","false","usa","washington","2023-01-28","8","1.38","15.75","5","0.63","0.00","0.00","7.13","10.41","1.00","122.33","","0.00","1.00","0.50","657","5","2828.40","0.10","0.13","1.60","6.80","Family-Oriented Travelers","Free checked bag"
"557314","F","45-54","true","false","usa","houston","2023-01-28","8","1.63","16.50","4","0.50","0.00","0.00","8.36","8.54","1.00","456.57","0.35","0.13","1.50","0.75","1953","4","1064.00","0.05","0.13","1.50","2.00","High-Spending Travelers","Free hotel meal"
"558081","M","45-54","true","false","usa","austin","2023-01-28","8","1.13","13.75","3","0.38","0.00","0.00","7.33","7.50","1.00","303.72","","0.00","1.00","0.00","1901","3","510.00","","0.00","1.00","5.00","Moderate Travellers","Priority boarding"
"559094","F","45-54","true","true","canada","vancouver","2023-01-28","8","0.88","10.38","1","0.13","0.00","0.00","","9.68","0.00","","","0.00","","","","1","1652.00","","0.00","2.00","2.00","High-Spending Travelers","Free hotel meal"
"561837","F","45-54","true","false","usa","philadelphia","2023-01-30","8","0.75","9.75","2","0.25","0.00","0.00","6.94","6.68","1.00","722.26","","0.00","1.00","0.00","3683","2","426.00","","0.00","1.00","4.00","Spontaneous Travelers","No cancellation fees"
"562417","F","55-64","true","false","usa","dallas","2023-01-30","8","1.13","12.75","3","0.38","0.00","0.00","8.22","8.39","1.00","284.15","","0.00","1.00","0.33","1617","3","856.67","0.15","0.13","1.00","4.00","Moderate Travellers","Priority boarding"
"562843","M","55-64","true","false","usa","san jose","2023-01-30","8","1.75","18.50","4","0.50","0.00","0.00","6.90","7.01","0.75","350.88","0.05","0.13","1.25","0.75","2099","3","1483.33","0.10","0.13","1.33","2.33","High-Spending Travelers","Free hotel meal"
"563221","F","35-44","false","true","usa","riverside","2023-01-31","8","2.00","20.00","4","0.50","0.00","0.00","9.45","9.67","1.00","589.30","","0.00","1.25","0.25","2821","4","711.75","0.05","0.13","1.25","2.00","Frequent Travellers","1 night free hotel with flight"
"564101","F","18-24","false","false","usa","oklahoma city","2023-01-31","8","6.38","30.13","1","0.13","0.00","1.00","163.94","","1.00","1534.85","0.13","0.38","1.00","0.00","10248","1","","0.08","0.38","","","High-Spending Travelers","Free hotel meal"
"566366","M","35-44","false","false","usa","grand rapids","2023-02-01","9","2.11","19.89","3","0.33","0.00","0.00","7.16","5.24","1.00","430.38","","0.00","1.00","0.00","2340","3","462.33","0.05","0.11","1.00","3.00","Moderate Travellers","Priority boarding"
"566762","F","35-44","true","true","usa","mobile","2023-02-01","9","1.44","13.67","5","0.56","0.00","0.00","7.25","7.66","0.75","232.45","0.08","0.33","1.00","0.25","1776","5","870.60","0.13","0.22","1.00","4.60","Budget Travellers","Exclusive discounts"
"568716","F","35-44","false","false","usa","kansas city","2023-02-02","9","1.67","17.22","5","0.56","0.00","0.00","46.57","56.29","0.80","303.61","0.13","0.22","1.40","1.00","1526","4","389.25","0.05","0.11","1.50","4.25","Family-Oriented Travelers","Free checked bag"
"570436","F","45-54","true","false","usa","san diego","2023-02-03","8","3.00","28.00","2","0.25","0.00","0.00","7.21","7.33","1.00","120.29","0.20","0.25","1.00","0.50","636","2","112.00","","0.00","1.00","0.50","Moderate Travellers","Priority boarding"
"572502","F","55-64","true","false","usa","fresno","2023-02-04","8","2.25","21.25","3","0.38","0.00","0.00","10.02","9.04","1.00","407.59","0.05","0.25","1.00","1.00","2371","3","400.67","0.15","0.13","1.33","2.00","Moderate Travellers","Priority boarding"
"573040","M","45-54","false","false","usa","portland","2023-02-04","8","1.13","13.25","3","0.38","0.00","0.00","5.89","6.12","1.00","534.37","0.20","0.13","1.00","0.33","2876","3","201.33","","0.00","1.00","1.67","Spontaneous Travelers","No cancellation fees"
"576272","F","35-44","false","true","usa","charlotte","2023-02-06","8","1.50","16.25","4","0.50","0.00","0.00","7.43","8.19","1.00","313.93","0.15","0.13","1.00","0.50","1816","3","405.00","","0.00","1.00","1.67","Frequent Travellers","1 night free hotel with flight"
"578088","F","35-44","false","false","usa","houston","2023-02-07","8","1.25","14.63","3","0.38","0.00","0.00","7.09","7.11","1.00","275.86","","0.00","1.00","0.00","1698","2","559.00","0.05","0.13","1.00","2.00","Moderate Travellers","Priority boarding"
"583446","F","25-34","false","false","usa","los angeles","2023-02-09","8","1.25","14.88","4","0.50","0.00","0.00","8.43","9.18","1.00","1016.66","0.20","0.25","1.67","0.67","3636","4","1495.50","","0.00","1.75","3.50","Family-Oriented Travelers","Free checked bag"
"584001","F","18-24","false","false","canada","calgary","2023-02-09","8","1.00","12.13","1","0.13","0.00","0.00","9.83","10.03","1.00","782.65","","0.00","2.00","1.00","2107","1","556.00","","0.00","2.00","0.00","Moderate Travellers","Priority boarding"
"585946","F","45-54","true","false","usa","akron","2023-02-10","8","1.38","15.38","2","0.25","0.00","0.00","6.79","5.76","1.00","222.77","0.08","0.38","1.00","0.00","1173","2","774.00","0.10","0.25","1.00","3.00","Budget Travellers","Exclusive discounts"
"586257","M","18-24","false","false","usa","norfolk","2023-02-10","8","1.25","14.63","0","0.00","0.00","","","","0.00","","0.05","0.13","","","","0","","0.15","0.25","","","Occasional Travellers","Loyalty points"
"592445","M","35-44","false","true","usa","new york","2023-02-13","8","0.88","11.25","3","0.38","0.00","0.00","8.16","8.88","1.00","1005.48","0.15","0.13","2.00","0.50","1994","3","632.00","0.05","0.13","1.67","4.00","Family-Oriented Travelers","Free checked bag"
"593386","F","35-44","false","false","usa","sacramento","2023-02-14","8","1.13","13.00","3","0.38","0.00","0.00","8.32","6.93","1.00","472.19","","0.00","1.00","0.00","2619","3","916.67","0.10","0.13","1.00","7.00","Moderate Travellers","Priority boarding"
"596335","M","35-44","true","false","canada","hamilton","2023-02-15","8","1.13","13.63","2","0.25","0.00","0.00","7.94","8.13","1.00","430.37","0.17","0.38","1.50","0.50","2059","2","980.00","","0.00","1.50","5.00","Family-Oriented Travelers","Free checked bag"
"596559","F","18-24","false","false","canada","edmonton","2023-02-15","8","5.50","14.75","1","0.13","0.00","1.00","190.55","","0.00","348.65","","0.13","2.00","1.00","1919","1","","0.10","0.38","","","Budget Travellers","Exclusive discounts"
"597498","M","55-64","true","false","canada","london","2023-02-16","8","1.38","15.50","5","0.63","0.00","0.00","8.43","8.82","1.00","366.02","0.10","0.13","1.20","0.00","1919","4","292.25","","0.00","1.25","2.50","Frequent Travellers","1 night free hotel with flight"
"607017","F","35-44","false","false","usa","sacramento","2023-02-20","8","1.88","18.63","4","0.50","0.00","0.00","6.85","7.84","0.67","183.58","0.15","0.38","1.00","0.33","1737","3","1206.00","0.12","0.38","1.00","7.33","High-Spending Travelers","Free hotel meal"
"609393","M","35-44","false","false","canada","ottawa","2023-02-21","9","5.33","27.11","4","0.44","0.00","0.25","8.39","8.68","0.75","150.40","","0.11","1.20","0.40","900","3","704.50","0.13","0.44","1.25","4.50","Family-Oriented Travelers","Free checked bag"
"614165","F","25-34","false","false","usa","columbus","2023-02-23","8","1.75","18.38","4","0.50","0.00","0.00","5.89","6.06","1.00","274.17","0.10","0.25","1.00","0.75","1498","4","1075.50","","0.00","1.00","3.00","High-Spending Travelers","Free hotel meal"
"618308","F","55-64","true","true","usa","memphis","2023-02-25","10","1.30","14.90","2","0.20","0.00","0.00","7.28","7.45","1.00","230.51","0.10","0.20","1.00","1.00","1635","2","154.50","0.12","0.30","1.00","1.50","Budget Travellers","Exclusive discounts"
"631975","F","35-44","false","false","canada","montreal","2023-03-02","8","0.75","9.63","1","0.13","0.00","0.00","3.65","","1.00","100.99","0.10","0.25","1.00","1.00","561","0","","","0.00","","","Spontaneous Travelers","No cancellation fees"
"639458","F","35-44","false","false","usa","stockton","2023-03-05","8","1.13","13.00","3","0.38","0.00","0.00","7.75","7.96","1.00","443.82","0.15","0.13","1.00","0.33","2537","3","176.00","0.05","0.13","1.00","1.33","Moderate Travellers","Priority boarding"
"649935","F","18-24","false","false","usa","stockton","2023-03-10","8","0.88","10.63","0","0.00","0.00","","","","0.00","","0.10","0.38","","","","0","","0.18","0.25","","","Budget Travellers","Exclusive discounts"
"651390","F","25-34","false","true","usa","stockton","2023-03-10","8","1.25","12.75","1","0.13","0.00","0.00","6.68","6.98","1.00","767.08","0.10","0.13","1.00","1.00","4484","1","0.00","","0.00","1.00","0.00","Spontaneous Travelers","No cancellation fees"
"652040","F","55-64","false","false","canada","calgary","2023-03-10","8","1.50","16.13","3","0.38","0.00","0.00","5.89","6.10","1.00","548.32","0.18","0.38","1.33","1.00","2345","3","439.00","0.17","0.38","1.33","1.67","Budget Travellers","Exclusive discounts"
"662596","F","18-24","false","false","usa","nashville","2023-03-14","8","1.63","41.25","2","0.25","0.00","0.50","4.73","9.73","0.50","226.09","0.15","0.25","1.00","1.00","1263","1","2880.00","0.15","0.25","2.00","9.00","Family-Oriented Travelers","Free checked bag"
"664401","F","35-44","false","false","usa","columbus","2023-03-15","8","1.50","39.13","3","0.38","0.33","0.33","126.45","126.86","1.00","1100.42","0.12","0.50","1.00","0.00","10179","3","947.25","0.05","0.25","1.00","6.75","Budget Travellers","Exclusive discounts"
"679066","F","45-54","true","false","usa","montgomery","2023-03-20","8","1.50","16.00","3","0.38","0.00","0.00","8.05","8.20","1.00","318.23","0.05","0.13","1.33","0.67","1414","3","747.00","0.10","0.25","1.33","4.00","Family-Oriented Travelers","Free checked bag"
"695557","F","25-34","false","false","usa","san diego","2023-03-26","8","2.13","20.88","4","0.50","0.00","0.00","7.07","7.29","1.00","608.19","0.17","0.38","1.25","0.75","2763","4","671.00","0.10","0.25","1.25","2.50","Budget Travellers","Exclusive discounts"
"716801","F","65+","true","false","usa","sacramento","2023-04-03","8","2.88","12.38","2","0.25","0.00","0.50","302.93","204.25","1.00","348.90","0.15","0.25","2.00","1.00","967","2","1170.00","","0.13","1.00","4.67","High-Spending Travelers","Free hotel meal"
"359653","M","55-64","false","false","canada","victoria","2022-10-12","11","1.64","18.00","5","0.45","0.00","0.00","7.95","8.15","1.00","395.48","0.25","0.09","1.00","0.80","2132","5","136.60","0.08","0.18","1.00","0.80","Frequent Travellers","1 night free hotel with flight"
